lexemeCurrentNode        lineno   tokenName                valueIfNumber    parentNodeSymbol         isLeaf   NodeSymbol              
~~~~                     132      ~~~~                     ~~~~             OTHER_STMTS              no       OTHER_STMTS             
d2                       132      TK_ID                    ~~~~             SINGLE_OR_REC_ID         yes      TK_ID                   
~~~~                     132      ~~~~                     ~~~~             ASSIGNMENT_STMT          no       SINGLE_OR_REC_ID        
.                        132      TK_DOT                   ~~~~             ONE_EXPANSION            yes      TK_DOT                  
~~~~                     132      ~~~~                     ~~~~             OPTION_SINGLE_CONSTRUCTED no       ONE_EXPANSION           
tagvalue                 132      TK_FIELDID               ~~~~             ONE_EXPANSION            yes      TK_FIELDID              
~~~~                     132      ~~~~                     ~~~~             SINGLE_OR_REC_ID         no       OPTION_SINGLE_CONSTRUCTED
~~~~                     132      ~~~~                     ~~~~             STMT                     no       ASSIGNMENT_STMT         
<---                     132      TK_ASSIGNOP              ~~~~             ASSIGNMENT_STMT          yes      TK_ASSIGNOP             
1                        132      TK_NUM                   1                VAR                      yes      TK_NUM                  
~~~~                     132      ~~~~                     ~~~~             FACTOR                   no       VAR                     
~~~~                     132      ~~~~                     ~~~~             TERM                     no       FACTOR                  
~~~~                     132      ~~~~                     ~~~~             ARITHMETIC_EXPRESSION    no       TERM                    
~~~~                     132      ~~~~                     ~~~~             ASSIGNMENT_STMT          no       ARITHMETIC_EXPRESSION   
;                        132      TK_SEM                   ~~~~             ASSIGNMENT_STMT          yes      TK_SEM                  
~~~~                     132      ~~~~                     ~~~~             OTHER_STMTS              no       STMT                    
~~~~                     133      ~~~~                     ~~~~             OTHER_STMTS              no       OTHER_STMTS             
d2                       133      TK_ID                    ~~~~             SINGLE_OR_REC_ID         yes      TK_ID                   
~~~~                     133      ~~~~                     ~~~~             ASSIGNMENT_STMT          no       SINGLE_OR_REC_ID        
.                        133      TK_DOT                   ~~~~             ONE_EXPANSION            yes      TK_DOT                  
~~~~                     133      ~~~~                     ~~~~             OPTION_SINGLE_CONSTRUCTED no       ONE_EXPANSION           
rollno                   133      TK_FIELDID               ~~~~             ONE_EXPANSION            yes      TK_FIELDID              
~~~~                     133      ~~~~                     ~~~~             SINGLE_OR_REC_ID         no       OPTION_SINGLE_CONSTRUCTED
~~~~                     133      ~~~~                     ~~~~             STMT                     no       ASSIGNMENT_STMT         
<---                     133      TK_ASSIGNOP              ~~~~             ASSIGNMENT_STMT          yes      TK_ASSIGNOP             
d4                       133      TK_ID                    ~~~~             SINGLE_OR_REC_ID         yes      TK_ID                   
~~~~                     133      ~~~~                     ~~~~             VAR                      no       SINGLE_OR_REC_ID        
~~~~                     133      ~~~~                     ~~~~             FACTOR                   no       VAR                     
~~~~                     133      ~~~~                     ~~~~             TERM                     no       FACTOR                  
~~~~                     133      ~~~~                     ~~~~             ARITHMETIC_EXPRESSION    no       TERM                    
~~~~                     133      ~~~~                     ~~~~             ASSIGNMENT_STMT          no       ARITHMETIC_EXPRESSION   
;                        133      TK_SEM                   ~~~~             ASSIGNMENT_STMT          yes      TK_SEM                  
~~~~                     133      ~~~~                     ~~~~             OTHER_STMTS              no       STMT                    
~~~~                     134      ~~~~                     ~~~~             OTHER_STMTS              no       OTHER_STMTS             
write                    134      TK_WRITE                 ~~~~             IO_STMT                  yes      TK_WRITE                
~~~~                     134      ~~~~                     ~~~~             STMT                     no       IO_STMT                 
(                        134      TK_OP                    ~~~~             IO_STMT                  yes      TK_OP                   
d2                       134      TK_ID                    ~~~~             SINGLE_OR_REC_ID         yes      TK_ID                   
~~~~                     134      ~~~~                     ~~~~             VAR                      no       SINGLE_OR_REC_ID        
.                        134      TK_DOT                   ~~~~             ONE_EXPANSION            yes      TK_DOT                  
~~~~                     134      ~~~~                     ~~~~             OPTION_SINGLE_CONSTRUCTED no       ONE_EXPANSION           
rollno                   134      TK_FIELDID               ~~~~             ONE_EXPANSION            yes      TK_FIELDID              
~~~~                     134      ~~~~                     ~~~~             SINGLE_OR_REC_ID         no       OPTION_SINGLE_CONSTRUCTED
~~~~                     134      ~~~~                     ~~~~             IO_STMT                  no       VAR                     
)                        134      TK_CL                    ~~~~             IO_STMT                  yes      TK_CL                   
;                        134      TK_SEM                   ~~~~             IO_STMT                  yes      TK_SEM                  
~~~~                     134      ~~~~                     ~~~~             OTHER_STMTS              no       STMT                    
~~~~                     136      ~~~~                     ~~~~             OTHER_STMTS              no       OTHER_STMTS             
return                   137      TK_RETURN                ~~~~             RETURN_STMT              yes      TK_RETURN               
~~~~                     137      ~~~~                     ~~~~             STMTS                    no       RETURN_STMT             
;                        137      TK_SEM                   ~~~~             RETURN_STMT              yes      TK_SEM                  
end                      138      TK_END                   ~~~~             MAIN_FUNCTION            yes      TK_END                  
